,69,
638738496,67,
638754096,74,
638769692,42,
638785292,16,
638800904,0,
638815456,0,
638830016,0,
638844576,0,
638859136,0,
638873696,57,
638889296,62,
638904896,59,
638920496,61,
638936100,48,
638951696,27,
638967296,0,
638981852,0,
638996412,0,
639010976,0,
639025536,0,
639040096,66,
639055696,72,
639071296,31,
639086896,50,
639102496,48,
639118092,33,
639133704,24,
639149296,0,
639163860,0,
639178412,0,
639192972,0,
639207536,24,
639223136,35,
639238736,33,
639254336,60,
639269940,69,
639285536,56,
639301136,0,
639315692,0,
639330252,0,
639344816,0,
639359376,32,
639374972,62,
639390572,65,
639406172,58,
639421776,69,
639437376,55,
639452976,59,
639468580,27,
639484176,0,
639498740,0,
639513292,0,
639527852,0,
639542420,23,
639558016,0,
639572576,43,
639588176,57,
639603780,58,
639619372,37,
639634976,26,
639650572,0,
639665132,0,
639679696,0,
639694256,0,
639708820,0,
639723376,0,
639737932,10,
639753536,14,
639769136,53,
639784732,34,
639800336,0,
639814896,0,
639829460,0,
639844012,0,
639858572,0,
639873140,24,
639888736,45,
639904336,51,
639919936,38,
639935540,54,
639951136,47,
639966736,0,
639981292,0,
639995852,0,
640010416,0,
640024972,0,
640039532,60,
640055136,44,
640070736,43,
640086336,44,
640101936,38,
640117536,0,
640132108,0,
640146652,0,
640161212,0,
640175772,0,
640190332,12,
640205936,58,
640221536,66,
640237136,50,
640252736,52,
640268336,51,
640283936,0,
640298496,0,
640313052,0,
640327612,0,
640342180,39,
640357776,62,
640373376,18,
640388976,63,
640404576,75,
640420176,52,
640435776,48,
640451372,56,
640466980,0,
640481536,0,
640496100,0,
640510652,0,
640525212,0,
640539776,51,
640555376,72,
640570976,76,
640586572,62,
640602176,21,
640617776,50,
640633376,0,
640647936,0,
640662492,0,
640677060,0,
640691616,13,
640707216,28,
640722812,73,
640738412,66,
640754016,53,
640769616,52,
640785216,35,
640800816,15,
640816416,0,
640830972,0,
640845536,0,
640860092,0,
640874656,0,
640889220,43,
640904816,38,
640920412,44,
640936016,52,
640951612,45,
640967216,0,
640981776,0,
640996332,0,
641010896,0,
641025460,0,
641040016,44,
641055612,61,
641071212,66,
641086816,67,
641102416,37,
641118016,58,
641133616,0,
641148176,0,
641162736,0,
641177292,0,
641191852,30,
641207456,14,
641223056,34,
641238656,58,
641254252,39,
641269856,54,
641285456,46,
641301056,69,
641316652,0,
641331224,0,
641345776,0,
641360340,0,
641374892,0,
641389452,36,
641405056,62,
641420652,62,
641436256,59,
641451852,41,
641467456,42,
641483056,0,
641497616,0,
641512172,0,
641526732,0,
641541300,20,
641556896,37,
641572496,69,
641588096,69,
641603696,37,
641619296,32,
641634896,15,
641650496,19,
641666096,0,
641680656,0,
641695216,0,
641709772,0,
641724332,0,
641738896,46,
641754492,75,
641770096,53,
641785692,57,
641801296,48,
641816896,0,
641831456,0,
641846012,0,
641860572,0,
641875140,0,
641889696,15,
641905296,51,
641920896,64,
641936496,53,
641952096,31,
641967696,64,
641983296,0,
641997864,0,
642012416,0,
642026976,0,
642041532,50,
642057136,10,
642072736,63,
642088336,74,
642103932,2,
642118492,51,
642134096,42,
642149696,0,
642164256,0,
642178812,0,
642193372,0,
642207936,1,
642222500,56,
642238096,63,
642253696,49,
642269292,47,
642284896,45,
642300496,46,
642316096,28,
642331696,0,
642346256,0,
642360820,0,
642375372,0,
642389932,14,
642405536,61,
642421136,62,
642436736,37,
642452332,56,
642467936,26,
642483536,0,
642498092,0,
642512656,0,
642527212,0,
642541776,0,
642556336,59,
642571932,36,
642587532,71,
642603132,51,
642618736,60,
642634336,36,
642649936,18,
642665536,0,
642680096,0,
642694652,0,
642709216,0,
642723776,8,
642738336,48,
642753936,74,
642769536,61,
642785132,30,
642800736,51,
642816336,0,
642830892,0,
642845456,0,
642860020,0,
642874572,24,
642890176,39,
642905776,68,
642921376,48,
642936976,70,
642952572,31,
642968176,54,
642983772,30,
642999376,15,
643014976,0,
643029536,0,
643044092,0,
643058652,0,
643073220,26,
643088816,39,
643104416,67,
643120016,70,
643135616,60,
643151216,27,
643166816,40,
643182412,0,
643196984,0,
643211536,0,
643226096,0,
643240652,29,
643256256,62,
643271856,59,
643287452,74,
643303056,64,
643318652,49,
643334256,12,
643349856,52,
643365456,18,
643381056,0,
643395624,0,
643410176,0,
643424740,0,
643439292,26,
643454892,35,
643470492,71,
643486096,28,
643501696,56,
643517292,36,
643532896,0,
643547452,0,
643562012,0,
643576576,0,
643591136,42,
643606736,36,
643622336,52,
643637936,60,
643653536,60,
643669136,62,
643684736,58,
643700336,12,
643715936,0,
643730504,0,
643745060,0,
643759616,0,
643774172,32,
643789772,31,
643805372,3,
643819932,46,
643835536,50,
643851136,62,
643866736,61,
643882336,0,
643896896,0,
643911452,0,
643926028,0,
643940576,0,
643955136,30,
643970732,73,
643986336,58,
644001936,57,
644017536,61,
644033136,27,
644048732,0,
644063304,0,
644077856,0,
644092416,0,
644106972,5,
644121532,31,
644137136,44,
644152736,42,
644168336,61,
644183936,15,
644199536,11,
644215136,7,
644229700,0,
644244256,0,
644258828,0,
644273376,0,
644287936,68,
644303536,34,
644319136,47,
644334736,51,
644350336,47,
644365936,0,
644380492,0,
644395064,0,
644409612,0,
644424172,0,
644438736,31,
644454336,47,
644469936,66,
644485532,64,
644501136,31,
644516732,46,
644532336,17,
644547936,0,
644562496,0,
644577056,0,
644591632,0,
644606180,51,
644621776,16,
644637372,74,
644652976,49,
644668576,47,
644684176,48,
644699772,51,
644715372,0,
644729936,0,
644744496,0,
644759056,0,
644773612,60,
644789216,29,
644804816,47,
644820416,58,
644836012,60,
644851616,35,
644867212,50,
644882816,0,
644897372,0,
644911932,0,
644926504,0,
644941056,17,
644956652,0,
644971216,58,
644986816,51,
645002412,49,
645018016,25,
645033616,17,
645049216,2,
645063780,0,
645078340,0,
645092896,0,
645107452,0,
645122012,26,
645137616,51,
645153216,67,
645168816,53,
645184416,36,
645200016,40,
645215616,0,
645230172,0,
645244732,0,
645259304,0,
645273856,0,
645288416,66,
645304016,73,
645319612,72,
645335212,56,
645350816,46,
645366416,58,
645382016,25,
645397616,0,
645412176,0,
645426740,0,
645441292,0,
645455852,60,
645471452,0,
645486012,19,
645501616,60,
645517216,54,
645532816,18,
645548416,0,
645562972,0,
645577532,0,
645592104,0,
645606656,0,
645621216,71,
645636816,47,
645652412,36,
645668016,42,
645683616,29,
645699216,43,
645714812,0,
645729380,0,
645743936,0,
645758496,0,
645773052,36,
645788652,60,
645804252,22,
645819856,14,
645835452,54,
645851056,55,
645866656,57,
645882256,29,
645897852,0,
645912412,0,
645926984,0,
645941540,0,
645956096,31,
645971692,52,
645987296,62,
646002896,54,
646018496,20,
646034096,51,
646049696,47,
646065292,0,
646079852,0,
646094416,0,
646108976,0,
646123544,0,
646138096,58,
646153692,32,
646169296,69,
646184892,54,
646200492,57,
646216096,56,
646231696,0,
646246252,0,
646260816,0,
646275380,0,
646289936,3,
646304492,34,
646320096,36,
646335696,67,
646351296,50,
646366896,48,
646382496,10,
646398096,0,
646412660,0,
646427216,0,
646441776,0,
646456344,19,
646471936,13,
646487532,29,
646503136,75,
646518732,50,
646534332,42,
646549936,36,
646565536,12,
646581132,1,
646595696,0,
646610256,0,
646624820,0,
646639372,60,
646654984,8,
646669536,42,
646685136,43,
646700736,40,
646716332,56,
646731936,0,
646746500,0,
646761056,0,
646775616,0,
646790184,20,
646805776,3,
646820332,54,
646835936,60,
646851532,38,
646867136,44,
646882736,52,
646898336,0,
646912892,0,
646927460,0,
646942016,0,
646956580,0,
646971132,54,
646986732,32,
647002332,65,
647017936,49,
647033532,40,
647049136,38,
647064736,30,
647080336,0,
647094896,0,
647109456,0,
647124024,0,
647138576,39,
647154176,0,
647168732,60,
647184332,53,
647199936,63,
647215532,9,
647230092,0,
647244652,0,
647259216,0,
647273776,0,
647288336,58,
647303936,72,
647319532,61,
647335136,32,
647350732,48,
647366336,49,
647381932,30,
647397536,0,
647412100,0,
647426656,0,
647441216,0,
647455784,0,
647470336,69,
647485936,73,
647501536,61,
647517132,55,
647532736,51,
647548336,0,
647562900,0,
647577456,0,
647592016,0,
647606576,0,
647621136,65,
647636732,59,
647652336,65,
647667936,53,
647683536,34,
647699136,60,
647714732,15,
647730336,0,
647744900,0,
647759456,0,
647774016,0,
647788584,0,
647803136,42,
647818732,52,
647834336,42,
647849932,50,
647865536,59,
647881136,0,
647895700,0,
647910256,0,
647924816,0,
647939380,0,
647953936,77,
647969532,32,
647985136,72,
648000736,49,
648016336,58,
648031936,34,
648047532,0,
648062096,0,
648076660,0,
648091216,0,
648105776,21,
648121380,62,
648136976,65,
648152572,62,
648168176,60,
648183772,33,
648199376,39,
648214976,10,
648230576,0,
648245132,0,
648259696,0,
648274256,0,
648288820,0,
648303372,58,
648318984,77,
648334576,51,
648350176,43,
648365776,35,
648381372,0,
648395936,0,
648410500,0,
648425056,0,
648439616,0,
648454184,69,
648469776,60,
648485376,69,
648500976,31,
648516572,44,
648532176,60,
648547776,0,
648562336,0,
648576896,0,
648591456,0,
648606016,0,
648620580,69,
648636172,60,
648651784,66,
648667376,58,
648682976,57,
648698572,41,
648714176,23,
648729776,0,
648744336,0,
648758900,0,
648773456,0,
648788024,0,
648802576,51,
648818176,57,
648833776,59,
648849372,57,
648864976,0,
648879536,0,
648894100,0,
648908656,0,
648923216,0,
648937776,0,
648952336,64,
648967936,61,
648983536,32,
648999136,29,
649014736,44,
649030332,0,
649044892,0,
649059452,0,
649074012,0,
649088572,0,
649103132,55,
649118740,68,
649134332,45,
649149936,45,
649165536,45,
649181136,0,
649195696,0,
649210256,0,
649224816,0,
649239376,0,
649253944,68,
649269536,63,
649285136,42,
649300732,47,
649316336,57,
649331936,43,
649347536,0,
649362092,0,
649376652,0,
649391216,0,
649405776,0,
649420336,66,
649435936,41,
649451540,66,
649467136,22,
649482732,59,
649498336,56,
649513932,0,
649528496,0,
649543056,0,
649557616,0,
649572176,39,
649587780,11,
649603372,72,
649618976,60,
649634572,39,
649650184,56,
649665776,44,
649681376,28,
649696976,0,
649711532,0,
649726096,0,
649740656,0,
649755216,0,
649769776,55,
649785380,52,
649800976,66,
649816572,28,
649832176,50,
649847772,17,
649863376,0,
649877936,0,
649892496,0,
649907056,0,
649921616,42,
649937216,62,
649952816,51,
649968412,75,
649984016,61,
649999616,44,
650015216,37,
650030816,1,
650045372,0,
650059936,0,
650074496,0,
650089056,0,
650103616,49,
650119220,35,
650134816,60,
650150416,47,
650166012,43,
650181612,45,
650197216,0,
650211780,0,
650226336,0,
650240896,0,
650255460,7,
650270016,58,
650285612,42,
650301216,52,
650316820,36,
650332416,41,
650348016,56,
650363616,0,
650378172,0,
650392736,0,
650407296,0,
650421852,0,
650436412,60,
650452016,48,
650467612,11,
650483216,52,
650498816,18,
650514412,34,
650530016,31,
650545612,0,
650560172,0,
650574732,0,
650589300,0,
650603856,62,
650619456,54,
650635056,39,
650650660,62,
650666256,43,
650681856,50,
650697452,0,
650712012,0,
650726576,0,
650741136,0,
650755696,0,
650770252,44,
650785856,61,
650801456,66,
650817056,57,
650832652,0,
650847212,26,
650862816,0,
650877376,0,
650891940,0,
650906496,0,
650921056,50,
650936656,24,
650952256,50,
650967856,58,
650983456,21,
650999056,51,
651014656,57,
651030252,29,
651045852,0,
651060420,0,
651074976,0,
651089536,0,
651104096,20,
651119696,64,
651135296,57,
651150896,59,
651166492,22,
651182096,52,
651197696,32,
651213296,0,
651227852,0,
651242412,0,
651256976,0,
651271536,0,
651286096,33,
651301696,64,
651317296,64,
651332896,63,
651348496,39,
651364092,29,
651379692,0,
651394256,0,
651408816,0,
651423376,0,
651437936,11,
651453536,38,
651469136,54,
651484732,59,
651500332,61,
651515940,55,
651531536,29,
651547136,25,
651562732,0,
651577292,0,
651591856,0,
651606416,0,
651620976,0,
651635536,68,
651651140,55,
651666736,51,
651682336,60,
651697936,29,
651713544,46,
651729136,0,
651743700,0,
651758252,0,
651772812,0,
651787376,13,
651802976,29,
651818576,46,
651834176,59,
651849780,23,
651865372,52,
651880976,54,
651896572,0,
651911132,0,
651925696,0,
651940256,0,
651954816,33,
651970416,25,
651986016,34,
652001612,71,
652017216,51,
652032816,57,
652048420,53,
652064016,56,
652079612,0,
652094172,0,
652108732,0,
652123300,0,
652137856,0,
652152416,1,
652166976,52,
652182580,68,
652198176,39,
652213772,44,
652229376,23,
652244976,0,
652259540,0,
652274096,0,
652288660,0,
652303216,67,
652318816,41,
652334416,29,
652350016,63,
652365612,58,
652381216,45,
652396816,24,
652412416,0,
652426972,0,
652441532,0,
652456096,0,
652470660,59,
652486256,24,
652501856,63,
652517456,58,
652533056,58,
652548656,59,
652564252,9,
652578828,0,
652593376,0,
652607936,0,
652622496,0,
652637056,33,
652652656,68,
652668256,60,
652683852,28,
652699456,53,
652715056,47,
652730656,57,
652746256,0,
652760812,0,
652775372,0,
652789936,0,
652804500,2,
652819056,26,
652834656,39,
652850252,51,
652865856,56,
652881456,59,
652897056,35,
652912660,0,
652927216,10,
652942812,0,
652957376,0,
652971936,0,
652986496,65,
653002096,55,
653017692,75,
653033292,63,
653048896,51,
653064492,51,
653080096,22,
653095696,21,
653111304,0,
653125856,0,
653140416,0,
653154980,0,
653169536,1,
653184096,65,
653199696,60,
653215296,50,
653230896,31,
653246496,0,
653261056,0,
653275620,0,
653290172,0,
653304732,0,
653319296,54,
653334896,69,
653350496,55,
653366096,39,
653381696,46,
653397296,35,
653412896,52,
653428492,0,
653443052,0,
653457616,0,
653472176,0,
653486736,56,
653502332,46,
653517936,48,
653533536,30,
653549136,60,
653564736,28,
653580340,40,
653595936,0,
653610496,0,
653625052,0,
653639612,0,
653654180,26,
653669776,63,
653685376,70,
653700976,66,
653716576,36,
653732176,46,
653747776,55,
653763372,21,
653778976,0,
653793536,0,
653808096,0,
653822652,0,
653837212,2,
653851776,71,
653867376,52,
653882976,50,
653898576,49,
653914176,25,
653929776,47,
653945376,0,
653959932,0,
653974492,0,
653989060,0,
654003620,1,
654018176,60,
654033776,68,
654049376,61,
654064976,53,
654080576,21,
654096172,0,
654110744,0,
654125296,0,
654139856,0,
654154412,0,
654168972,42,
654184576,63,
654200176,20,
654215776,39,
654231376,44,
654246980,29,
654262576,11,
654278176,0,
654292732,0,
654307292,0,
654321860,0,
654336416,14,
654352016,70,
654367612,47,
654383212,48,
654398816,42,
654414416,61,
654430016,57,
654445616,0,
654460176,0,
654474736,0,
654489292,0,
654503852,0,
654518420,19,
654534016,52,
654549616,52,
654565216,28,
654580816,56,
654596412,0,
654610972,7,
654625532,0,
654640092,0,
654654660,0,
654669216,0,
654683780,64,
654699376,62,
654714976,59,
654730576,48,
654746176,11,
654761772,0,
654776344,0,
654790896,0,
654805456,0,
654820012,56,
654835616,48,
654851216,48,
654866816,66,
654882416,15,
654898012,59,
654913616,67,
654929216,0,
654943780,0,
654958332,0,
654972892,0,
654987460,0,
655002016,43,
655017616,57,
655033216,47,
655048816,48,
655064416,48,
655080016,39,
655095616,26,
655111220,11,
655126816,0,
655141376,0,
655155932,0,
655170492,0,
655185056,54,
655200652,75,
655216256,39,
655231856,58,
655247456,46,
655263056,45,
655278656,27,
655294256,0,
655308824,0,
655323376,0,
655337940,0,
655352492,36,
655368096,0,
655382656,76,
655398256,55,
655413856,27,
655429452,7,
655444024,0,
655458576,0,
655473132,0,
655487696,0,
655502252,60,
655517856,67,
655533456,71,
655549056,28,
655564652,57,
655580252,22,
655595856,29,
655611456,1,
655626012,0,
655640588,0,
655655136,0,
655669700,2,
655684256,68,
655699856,47,
655715456,61,
655731056,61,
655746656,52,
655762252,54,
655777856,0,
655792420,0,
655806976,0,
655821532,0,
655836092,7,
655850656,66,
655866256,55,
655881856,62,
655897452,41,
655913056,60,
655928656,0,
655943212,0,
655957776,0,
655972332,0,
655986896,0,
656001456,69,
656017056,58,
656032656,57,
656048252,60,
656063856,42,
656079456,35,
656095056,0,
656109624,0,
656124176,0,
656138740,0,
656153292,5,
656167852,43,
656183456,44,
656199056,63,
656214656,44,
656230252,31,
656245856,0,
656260416,0,
656274976,0,
656289532,0,
656304092,0,
656318660,51,
656334256,58,
656349856,64,
656365456,53,
656381056,46,
656396656,43,
656412256,37,
656427856,15,
656443456,0,
656458020,0,
656472572,0,
656487136,0,
656501692,50,
656517296,71,
656532896,42,
656548496,62,
656564096,43,
656579696,60,
656595296,0,
656609852,0,
656624412,0,
656638988,0,
656653536,4,
656668096,60,
656683692,59,
656699296,66,
656714896,42,
656730496,41,
656746096,42,
656761692,5,
656776264,0,
656790820,0,
656805376,0,
656819932,0,
656834492,62,
656850096,39,
656865696,54,
656881296,34,
656896896,51,
656912496,40,
656928096,0,
656942652,0,
656957212,0,
656971788,0,
656986336,57,
657001936,61,
657017536,37,
657033136,65,
657048736,66,
657064336,51,
657079936,37,
657095532,44,
657111132,0,
657125692,0,
657140252,0,
657154816,0,
657169372,31,
657184976,0,
657199536,72,
657215136,56,
657230732,58,
657246332,50,
657261936,40,
657277536,0,
657292092,0,
657306664,0,
657321216,0,
657335780,66,
657351372,58,
657366976,59,
657382576,47,
657398176,25,
657413776,44,
657429372,36,
657444976,0,
657459536,0,
657474100,0,
657488652,0,
657503212,8,
657517776,34,
657533376,48,
657548972,69,
657564576,53,
657580172,42,
657595776,39,
657611376,0,
657625932,0,
657640504,0,
657655060,0,
657669620,0,
657684172,30,
657699772,74,
657715372,64,
657730976,50,
657746576,25,
657762176,59,
657777776,0,
657792336,0,
657806900,0,
657821452,0,
657836012,0,
657850576,0,
657865136,46,
657880736,59,
657896336,55,
657911936,22,
657927536,0,
657942092,0,
657956652,0,
657971224,0,
657985776,0,
658000340,46,
658015932,74,
658031532,29,
658047136,20,
658062736,43,
658078336,26,
658093932,0,
658108496,0,
658123056,0,
658137620,0,
658152172,0,
658166732,62,
658182336,72,
658197936,51,
658213536,57,
658229136,28,
658244736,19,
658260336,0,
658274892,0,
658289452,0,
658304024,0,
658318576,21,
658334176,52,
658349776,35,
658365372,72,
658380976,53,
658396576,56,
658412176,15,
658427772,34,
658443372,0,
658457932,0,
658472492,0,
658487056,0,
658501612,57,
658517216,46,
658532812,57,
658548412,75,
658564016,63,
658579616,42,
658595216,36,
658610816,6,
658625372,0,
658639944,0,
658654500,0,
658669056,30,
658684652,15,
658700252,0,
658714816,24,
658730416,58,
658746016,61,
658761612,0,
658776176,0,
658790736,0,
658805300,0,
658819852,0,
658834412,58,
658850016,65,
658865616,68,
658881216,41,
658896812,44,
658912412,49,
658928016,38,
658943616,0,
658958172,0,
658972744,0,
658987300,0,
659001856,37,
659017452,59,
659033056,38,
659048656,58,
659064256,59,
659079856,25,
659095452,57,
659111056,48,
659126652,0,
659141212,0,
659155772,0,
659170344,0,
659184892,26,
659200496,68,
659216096,51,
659231692,70,
659247292,56,
659262896,66,
659278496,50,
659294092,0,
659308656,0,
659323216,0,
659337780,0,
659352332,16,
659367944,30,
659383536,22,
659399136,70,
659414736,68,
659430332,48,
659445936,33,
659461532,35,
659477136,6,
659491692,0,
659506256,0,
659520816,0,
659535376,22,
659550976,63,
659566572,60,
659582176,74,
659597772,69,
659613372,39,
659628976,37,
659644576,47,
659660176,38,
659675776,0,
659690332,0,
659704904,0,
659719460,0,
659734016,56,
659749612,74,
659765216,72,
659780816,57,
659796416,46,
659812012,58,
659827616,30,
659843212,7,
659857772,0,
659872332,0,
659886892,0,
659901464,6,
659916016,27,
659931612,59,
659947216,59,
659962812,50,
659978412,42,
659994016,0,
660008572,0,
660023132,0,
660037704,0,
660052260,34,
660067856,6,
660082412,76,
660098016,52,
660113616,26,
660129216,19,
660144816,53,
660160416,0,
660174976,0,
660189540,0,
660204096,0,
660218656,8,
660233228,11,
660248816,25,
660264416,60,
660280016,55,
660295612,24,
660311216,35,
660326816,0,
660341372,0,
660355932,0,
660370504,0,
660385060,16,
660400656,0,
660415216,67,
660430816,64,
660446412,25,
660462016,57,
660477616,32,
660493216,0,
660507776,0,
660522336,0,
660536900,0,
660551456,6,
660566028,40,
660581616,36,
660597216,52,
660612816,44,
660628412,38,
660644016,31,
660659616,0,
660674172,0,
660688732,0,
660703304,0,
660717860,25,
660733456,39,
660749056,58,
660764652,56,
660780252,67,
660795856,35,
660811456,49,
660827052,0,
660841616,0,
660856180,0,
660870736,0,
660885292,0,
660899864,23,
660915452,70,
660931056,55,
660946656,37,
660962256,53,
660977856,60,
660993452,0,
661008012,0,
661022572,0,
661037136,0,
661051696,5,
661066256,52,
661081856,50,
661097452,72,
661113056,60,
661128656,31,
661144256,51,
661159852,0,
661174412,0,
661188972,0,
661203532,0,
661218092,27,
661233700,51,
661249292,83,
661264896,66,
661280496,71,
661296096,49,
661311696,55,
661327296,21,
661342896,13,
661358496,0,
661373056,0,
661387620,0,
661402180,8,
661416736,60,
661432340,82,
661447936,62,
661463532,34,
661479136,38,
661494732,30,
661510336,0,
661524896,0,
661539456,0,
661554016,0,
661568580,0,
661583136,18,
661598736,32,
661614332,60,
661629936,47,
661645532,58,
661661136,34,
661676736,0,
661691292,0,
661705856,0,
661720420,0,
661734976,0,
661749536,51,
661765140,41,
661780736,61,
661796336,39,
661811936,64,
661827532,59,
661843136,0,
661857696,0,
661872256,0,
661886816,0,
661901380,30,
661916976,33,
661932576,73,
661948176,73,
661963784,61,
661979376,39,
661994976,57,
662010576,16,
662026176,38,
662041776,0,
662056332,0,
662070896,0,
662085452,0,
662100024,36,
662115616,70,
662131216,79,
662146816,68,
662162416,52,
662178016,21,
662193612,0,
662208172,0,
662222732,0,
662237300,0,
662251856,0,
662266420,64,
662282016,65,
662297616,61,
662313216,59,
662328812,56,
662344416,54,
662360012,0,
662374576,0,
662389136,0,
662403696,0,
662418256,0,
662432824,15,
662448416,42,
662464016,73,
662479616,54,
662495216,29,
662510816,56,
662526416,0,
662540972,0,
662555532,0,
662570096,0,
662584660,8,
662599216,55,
662614816,62,
662630416,50,
662646016,27,
662661612,40,
662677216,38,
662692812,0,
662707376,0,
662721936,0,
662736496,0,
662751052,2,
662765624,12,
662781216,85,
662796816,72,
662812416,48,
662828016,35,
662843616,24,
662859216,0,
662873772,0,
662888332,0,
662902896,0,
662917456,0,
662932020,47,
662947612,65,
662963216,23,
662978816,39,
662994416,57,
663010016,31,
663025612,46,
663041216,0,
663055772,0,
663070332,0,
663084892,0,
663099464,37,
663115056,53,
663130656,73,
663146252,57,
663161864,64,
663177456,51,
663193056,0,
663207612,0,
663222172,0,
663236736,0,
663251296,0,
663265860,42,
663281456,68,
663297056,59,
663312656,30,
663328256,44,
663343856,30,
663359452,0,
663374020,0,
663388580,0,
663403136,0,
663417696,19,
663433296,31,
663448896,69,
663464496,71,
663480096,69,
663495700,47,
663511296,35,
663526896,35,
663542496,0,
663557052,0,
663571616,0,
663586180,0,
663600736,19,
663616336,20,
663631936,0,
663646496,67,
663662096,51,
663677696,57,
663693296,55,
663708896,0,
663723456,0,
663738016,0,
663752576,0,
663767136,0,
663781696,44,
663797296,59,
663812896,46,
663828500,26,
663844096,42,
663859696,4,
663874256,0,
663888816,0,
663903376,0,
663917940,25,
663933536,12,
663949136,50,
663964736,46,
663980336,67,
663995936,45,
664011532,46,
664027144,53,
664042736,0,
664057292,0,
664071852,0,
664086412,0,
664100976,0,
664115540,14,
664131136,51,
664146732,50,
664162336,52,
664177936,28,
664193532,65,
664209136,0,
664223692,0,
664238256,0,
664252816,0,
664267376,33,
664282976,5,
664297544,39,
664313136,67,
664328736,49,
664344332,67,
664359944,29,
664375536,0,
664390092,0,
664404652,0,
664419212,0,
664433776,0,
664448336,0,
664462900,67,
664478492,52,
664494096,45,
664509696,29,
664525296,0,
664539852,0,
664554412,0,
664568976,0,
664583536,0,
664598096,71,
664613696,68,
664629296,63,
664644896,54,
664660496,32,
664676096,22,
664691696,19,
664707292,0,
664721852,0,
664736412,0,
664750972,0,
664765536,72,
664781136,52,
664796732,56,
664812332,42,
664827936,57,
664843536,48,
664859136,6,
664873692,0,
664888252,0,
664902816,0,
664917380,0,
664931932,30,
664947532,65,
664963136,43,
664978736,38,
664994336,40,
665009932,32,
665025544,0,
665040096,0,
665054660,0,
665069216,0,
665083776,0,
665098336,53,
665113936,44,
665129536,67,
665145132,54,
665160740,24,
665176332,59,
665191936,0,
665206492,0,
665221052,0,
665235616,0,
665250176,65,
665265776,15,
665281372,0,
665295944,67,
665311536,47,
665327136,53,
665342732,3,
665357292,0,
665371856,0,
665386416,0,
665400980,0,
665415536,17,
665431136,66,
665446736,63,
665462336,46,
665477936,44,
665493540,62,
665509136,11,
665524732,0,
665539296,0,
665553856,0,
665568416,0,
665582980,42,
665598576,25,
665614176,67,
665629776,66,
665645376,60,
665660976,59,
665676576,60,
665692176,49,
665707776,0,
665722332,0,
665736896,0,
665751452,0,
665766016,37,
665781612,22,
665797216,64,
665812812,65,
665828416,33,
665844016,34,
665859612,22,
665875216,0,
665889772,0,
665904336,0,
665918896,0,
665933460,0,
665948012,31,
665963616,76,
665979216,32,
665994816,58,
666010412,33,
666026020,59,
666041616,0,
666056172,0,
666070736,0,
666085296,0,
666099856,39,
666115452,0,
666130012,65,
666145612,46,
666161216,56,
666176816,44,
666192416,16,
666208016,52,
666223624,0,
666238172,0,
666252736,0,
666267296,0,
666281852,25,
666297452,56,
666313056,64,
666328656,52,
666344256,54,
666359856,44,
666375452,40,
666391056,13,
666406656,0,
666421212,0,
666435780,0,
666450336,0,
666464900,45,
666480496,49,
666496096,59,
666511696,60,
666527296,56,
666542896,48,
666558500,27,
666574096,0,
666588656,0,
666603212,0,
666617772,0,
666632336,53,
666647936,0,
666662496,71,
666678096,51,
666693696,37,
666709296,54,
666724892,32,
666740496,0,
666755052,0,
666769616,0,
666784176,0,
666798740,6,
666813296,29,
666828896,68,
666844496,59,
666860096,35,
666875692,35,
666891296,29,
666906896,0,
666921452,0,
666936016,0,
666950572,0,
666965136,61,
666980732,70,
666996336,32,
667011936,78,
667027536,46,
667043136,45,
667058732,30,
667074336,0,
667088908,0,
667103456,0,
667118016,0,
667132576,38,
667148176,21,
667163776,73,
667179376,59,
667194976,65,
667210572,58,
667226176,27,
667241776,6,
667256332,0,
667270896,0,
667285452,0,
667300016,3,
667314580,39,
667330176,65,
667345772,23,
667361376,49,
667376976,37,
667392576,40,
667408172,0,
667422744,0,
667437296,0,
667451856,0,
667466412,0,
667480972,29,
667496576,59,
667512176,50,
667527772,20,
667543372,35,
667558976,33,
667574572,0,
667589132,0,
667603696,0,
667618256,0,
667632816,0,
667647376,50,
667662976,68,
667678572,56,
667694176,58,
667709776,49,
667725376,53,
667740976,0,
667755544,0,
667770096,0,
667784656,0,
667799212,0,
667813772,62,
667829376,49,
667844976,23,
667860576,50,
667876176,43,
667891776,9,
667906340,0,
667920896,0,
667935452,0,
667950012,0,
667964576,62,
667980176,56,
667995772,58,
668011372,36,
668026976,20,
668042576,57,
668058176,0,
668072732,0,
668087308,0,
668101856,0,
668116416,41,
668132012,0,
668146572,56,
668162176,55,
668177776,49,
668193376,65,
668208976,26,
668224576,0,
668239140,0,
668253692,0,
668268256,0,
668282816,0,
668297376,16,
668312976,56,
668328576,48,
668344176,54,
668359776,63,
668375372,58,
668390976,0,
668405532,0,
668420108,0,
668434656,0,
668449216,0,
668463780,53,
668479376,51,
668494976,64,
668510576,55,
668526176,44,
668541772,32,
668557376,0,
668571940,0,
668586496,0,
668601052,0,
668615612,26,
668631216,61,
668646816,77,
668662416,70,
668678016,41,
668693616,52,
668709216,53,
668724816,30,
668740416,0,
668754984,0,
668769540,0,
668784100,0,
668798652,0,
668813212,67,
668828816,44,
668844416,7,
668858972,62,
668874572,6,
668889144,0,
668903696,0,
668918256,0,
668932812,0,
668947372,58,
668962976,57,
668978576,69,
668994176,33,
669009772,37,
669025376,47,
